"","ba","babip","slg","woba","launch_speed","spin_rate","whiffs","K.9","BB.9","HR.9","FIP","ERAm","name","C2","C3","C4","C5","C6","C7","C8","C9","WAR","SIERA","WPA"
"1",-1.84738656791552,-1.56491547821824,-1.86604666725893,-2.0496308886068,-1.24799587008109,-0.622229406117313,0.853441055649324,0.569194573724187,-0.583311194326108,-1.39108056168688,-1.39502165334342,-1.73200122199614,"Aaron Nola","1","1",1,1,1,1,1,1,5.4,3.4,4.84
"2",1.56969287643101,0.587537464852697,1.53237576655512,1.27268715742413,1.6011109806079,-0.768027931840244,-1.46746257851153,-1.50521277783978,-0.482039576350587,0.794981447423262,1.03367998116949,0.835898437950846,"Alex Cobb","2","2",2,2,2,2,2,2,1.4,4.62,-1.54
"3",0.116452193203179,0.16548786817212,-0.832608266333021,-0.741909955594626,0.406324236770591,-2.0231630663246,0.0643338200346338,-0.342105765691198,-0.697241764548569,-0.985097617137855,-0.662340713322768,-0.0511941718490228,"Alex Wood","2","3",3,3,3,3,3,3,2.3,3.9,0.3
"4",1.84463030298763,0.840767222861043,1.81060918218902,2.01490714643104,1.14157761759355,-0.98989525359253,-1.74597101461083,-1.63111611420638,1.13830631125774,0.951128733788273,1.73922459007828,1.25610020048763,"Andrew Cashner","2","2",2,2,2,2,2,2,0.6,5.33,-2.15
"5",0.155728968425553,0.207692827840178,0.280325396202575,0.0709976514129416,-0.0532091262437616,0.91182464714135,0.574932619550022,0.275420122202122,-0.84914919151185,0.576375246512248,-0.0653414288614908,0.182251251782522,"Andrew Heaney","2","3",3,4,4,4,4,4,2.7,3.74,0.39
"6",0.980541248095406,0.587537464852697,0.836792227470373,0.707186213418864,1.14157761759355,-0.907487391227395,-1.51388065119474,-0.743797362670348,-0.494698528597527,0.388998502874236,0.35527170337259,0.882587522677155,"Andrew Suarez","2","2",2,2,2,2,2,2,1,4.07,-0.29
"7",-1.21895816435754,-1.3116857202099,-1.01147260495481,-1.09534804559792,-2.71850263172701,-0.82507952886226,-0.0285023253317999,0.251438534322771,-0.368109006128127,-0.485426300769822,-0.608068051099015,-1.17173220528044,"Anibal Sanchez","1","1",1,1,1,1,1,1,2.5,3.85,1.66
"8",1.84463030298763,-0.129946849504284,2.82417376771251,1.87353191042972,1.87683099841651,-0.533482477416399,-2.39582403217587,-2.21866501725051,-1.65932213531602,2.41891322561937,1.96988340452922,1.30278928521394,"Bartolo Colon","2","2",2,2,2,2,5,5,0.4,4.82,-0.92
"9",-2.59364529714062,-2.07137499423493,-2.08465863668557,-2.22634993360845,-0.880369179669601,0.461750937300998,2.10672901809618,1.48049491313957,0.340792319700519,-1.14124490350286,-1.47643064667905,-2.33895932343816,"Blake Snell","1","1",1,1,1,1,1,1,4.8,3.3,5.01
"10",0.312836069315049,0.123282908504063,-1.38907509760082,-0.671222337593968,1.04967094499067,0.315952411578068,-0.724773415580055,-1.32535086874464,0.454722889922979,-2.20304645078493,-0.648772547766829,-0.938286781648892,"Brad Keller","2","3",3,4,4,5,6,6,2.6,4.51,1.72
"11",-0.237038783798187,1.09399698086939,-0.415258142882172,-0.741909955594626,1.50920430800502,0.664601060045946,2.19956516346262,1.27065601919524,-1.31753042464863,-0.485426300769822,-1.43572615001124,-0.9849758663752,"Carlos Carrasco","1","1",1,1,1,1,1,1,5.2,3.03,2.14
"12",0.234282518870301,0.16548786817212,-0.156898542650694,0.1416852694136,-1.5237158878897,-0.311615155664113,0.110751892717851,-0.18023004750557,0.100272227008657,-0.141902270766799,0.165317385589457,-0.564774103838421,"CC Sabathia","2","3",3,4,4,4,4,4,2.4,4.24,0.18
"13",-1.21895816435754,-0.298766688176514,-0.971724974149971,-0.565190910592981,-0.420835816655248,1.27949049461657,0.621350692233238,1.37257776768249,0.669925078120961,-0.61034412986183,-0.608068051099015,-0.938286781648892,"Charlie Morton","2","3",3,3,5,6,7,7,2.9,3.52,2.76
"14",-0.629806536021926,-2.07137499423493,0.419442104019524,0.283060505414916,-1.33990254268396,-0.0960869002476067,-0.631937270213621,-0.749792759640186,0.416746033182159,1.70063570834032,1.60354293451889,-0.00450508712271384,"Chase Anderson","2","3",3,3,3,3,3,3,0.4,4.68,0.75
"15",0.941264472873032,2.02250609356666,0.638054073446159,0.742530022419193,0.773950927182065,0.449072804629439,1.17836756443184,0.773038070698681,0.0622953702678369,-0.0482138989477931,-0.390977402204006,0.462385760140375,"Chris Archer","2","3",3,4,4,4,4,4,2.6,3.73,-0.46
"16",-2.4758149714735,-0.340971647844572,-2.32314442151462,-2.54444421461141,-2.81040930432988,0.797721453097317,2.4316555268787,2.97334875862925,-1.24157671116699,-1.6721456771439,-2.79254270560505,-2.29227023871185,"Chris Sale","1","1",4,5,6,7,8,8,6.2,2.27,4.06
"17",1.1376483489849,0.71415234385687,0.995782750689744,1.09596811242248,1.6011109806079,1.99580499055966,-0.95686377899614,-0.971622447524195,0.404087080935219,-0.266820099858807,0.35527170337259,1.16272203103501,"Chris Stratton","2","3",3,4,4,5,6,6,0.7,4.7,-1.8
"18",-0.6690833112443,-0.636406365520973,-0.772986820125757,-1.27206709059956,-0.0532091262437616,1.53939221438353,0.203588038084285,0.0655812282577905,-1.64666318306908,-0.672803044407834,-1.15079467333654,-1.17173220528044,"Clayton Kershaw","1","1",1,1,1,1,1,1,3.3,3.45,1.72
"19",0.744880596761163,0.038872989167947,0.538684996434053,0.919249067420838,1.69301765321077,-0.311615155664113,-0.95686377899614,-1.4452588081414,0.60663031688626,-0.266820099858807,0.870861994498237,1.90974738665595,"Clayton Richard","2","2",2,2,2,2,2,2,0.6,4.51,-2.49
"20",0.0771754179808048,0.0810779488360047,0.339946842409839,0.565810977417548,0.314417564167713,-1.28149230503839,0.714186837599672,0.197479961594227,0.188884892737237,0.638834161058253,0.613066848935414,-0.518085019112112,"Cole Hamels","2","3",3,4,4,4,4,4,2.2,3.99,0.62
"21",-0.826190412133796,-0.594201405852916,-0.753113004723336,-1.37809851760055,-0.328929144052383,1.30484675995969,0.667768764916455,0.449286634327426,-1.89984222800788,-0.360508471677813,-1.24577183222811,-1.45186671363829,"Corey Kluber","1","1",1,1,1,1,1,1,5.5,3.23,3.9
"22",0.744880596761163,0.460922585848524,-0.23639380426038,-0.105721393588703,0.773950927182065,-1.11033751397234,-1.04969992436257,-1.08553498995112,-0.469380624103647,-1.17247436077587,-0.472386395539634,-0.237950510754259,"Dallas Keuchel","2","3",3,3,3,3,3,3,3.3,4.15,0.44
"23",-0.276315559020561,-1.35389067987795,0.518811181031631,0.530467168417219,0.130604218961969,0.27157894722761,-0.353428834114319,-0.755788156610024,1.15096526350468,0.951128733788273,1.45429311340358,0.555763929592993,"Dan Straily","2","3",3,3,3,3,3,3,0.1,4.92,-0.8
"24",0.784157371983537,0.587537464852697,0.419442104019524,0.84856144942018,-0.0532091262437616,0.582193197680811,-0.446264979480753,-0.210207032354761,1.44212116518431,0.545145789239246,0.897998325610114,0.789209353224537,"Danny Duffy","2","3",3,4,4,5,6,6,1.2,4.75,-0.44
"25",-0.551252985577178,-0.678611325189031,-0.117150911845852,-0.317784247590678,0.773950927182065,-0.856774860541158,-0.446264979480753,0.305397107051313,-0.456721671856707,0.357769045601234,-0.0246369321936773,-0.751530442743656,"David Price","2","3",3,4,4,4,4,4,2.4,3.82,2.87
"26",-0.119208458131065,0.123282908504063,0.00209198056867636,0.000310033412283463,-0.512742489258114,0.296935212570729,-0.167756543381451,-0.0123589323501048,0.809173552837302,-0.516655758042824,-0.106045925529306,-0.0978832565753317,"Derek Holland","2","3",3,4,4,5,6,6,2.2,4.2,-0.12
"27",1.17692512420728,1.13620194053745,2.3472021980544,1.90887571943005,-0.328929144052383,0.772365187754199,0.992695273698974,0.665120925241596,-0.114929961189324,3.07473182835241,1.5357021067392,1.44285653939286,"Dylan Bundy","2","2",2,2,2,2,5,9,0.9,3.94,-1.4
"28",0.980541248095406,0.629742424520755,-0.216519988857958,0.389091932415904,0.498230909373456,-1.28149230503839,-1.60671679656118,-0.989608638433709,1.29021373822103,-0.579114672588828,0.518089690043847,1.6296128782981,"Dylan Covey","2","2",2,2,2,2,2,2,1.2,4.59,-1.5
"29",-0.237038783798187,0.418717626180466,-0.554374850699122,-0.388471865591336,-0.512742489258114,-0.20385102795586,0.250006110767502,0.874959819185928,0.277497558465818,-0.235590642585805,-0.513090892207448,-0.518085019112112,"Eduardo Rodriguez","2","3",3,4,4,4,4,4,2.1,3.74,1.31
"30",1.60896965165339,1.89589121456249,0.737423150458266,1.34337477542479,-1.33990254268396,-0.115104099254945,-0.910445706312923,-0.300137986902332,0.986398884294463,0.139162844690219,0.64020318004729,0.69583118377192,"Eric Lauer","2","2",2,2,2,2,5,9,0.8,4.62,-0.56
"31",0.705603821538789,-0.129946849504284,1.09515182770185,1.27268715742413,1.23348429019642,-1.04694685061455,-1.18895414241223,-0.695834186911644,0.631948221380141,1.23219384924529,1.50856577562733,2.00312555610857,"Felix Hernandez","2","2",2,2,2,2,2,2,0.2,4.63,-2.6
"32",0.312836069315049,-0.256561728508457,0.320073027007418,1.02528049442183,1.04967094499067,-1.14837191198702,-0.260592688747885,-0.653866408122777,2.53079105842115,0.420227960147238,1.49499761007139,0.602453014319302,"Francisco Liriano","2","2",2,2,2,2,2,2,0.4,5.04,-1.42
"33",-0.119208458131065,0.925177142197159,-0.276141435065223,-0.388471865591336,0.865857599784943,0.556836932337692,0.946277201015757,1.21070204949686,-0.380767958375066,-0.204361185312803,-0.865863196661839,-0.704841358017348,"German Marquez","2","3",3,4,4,4,4,4,4.2,3.31,1.77
"34",-1.80810979269314,-0.129946849504284,-1.44869654380808,-1.51947375360186,-0.604649161860992,1.62813914308444,1.64254829126401,2.31385509194706,-0.0516351999546243,-0.985097617137855,-1.81563478557751,-1.21842129000675,"Gerrit Cole","1","1",4,5,6,7,8,8,6,2.91,2.99
"35",0.469943170204545,0.460922585848524,-0.117150911845852,0.389091932415904,-0.237022471449505,-0.317954221999892,-0.446264979480753,-0.450022911148283,1.63200544888841,-0.860179788045846,0.165317385589457,0.322318505961448,"Gio Gonzalez","2","3",3,4,4,5,6,6,2.1,4.73,-0.1
"36",0.823434147205911,0.460922585848524,1.01565656609217,0.883905258420509,0.6820442545792,0.835755851111995,-1.04969992436257,-0.384073544480064,0.112931179255597,1.04481710560728,0.775884835606671,0.555763929592993,"Ian Kennedy","2","3",3,4,4,5,6,6,1,4.55,0.25
"37",0.941264472873032,-0.0455369301681684,1.07527801229943,0.636498595418206,1.41729763540216,-0.0390353032255903,-0.771191488263272,-1.30136928086529,-1.21625880667311,0.888669819242269,0.721612173382919,0.462385760140375,"Ivan Nova","2","2",2,2,2,2,5,5,1.2,4.42,0.04
"38",-0.747636861689048,-0.763021244525147,-0.315889065870065,-0.494503292592323,-0.788462507066735,-0.102425966583386,-0.0749203980150168,0.743061085849491,-0.431403767362827,0.638834161058253,-0.0789095944174292,-0.518085019112112,"J.A. Happ","2","3",3,4,4,4,4,4,3,3.64,1.56
"39",-1.76883301747077,-1.39609563954601,-1.19033694357661,-0.989316618596928,-0.972275852272466,-0.19751196162008,1.31762178248149,1.38456856162216,0.758537743849542,0.0767039301442153,-0.241727581088687,-0.518085019112112,"Jack Flaherty","2","3",3,3,5,6,7,7,2.4,3.57,1.17
"40",-1.88666334313789,-0.340971647844572,-2.54175639094126,-2.79185087761371,-1.5237158878897,0.499785335315676,2.10672901809618,1.57042586768714,-1.27955356790781,-2.35919373714994,-2.77897454004911,-2.38564840816447,"Jacob deGrom","1","1",4,5,6,7,8,8,9,2.78,5.85
"41",-0.0799316829086911,-0.805226204193204,-0.0575294656385877,0.212372887414258,0.498230909373456,-0.634907538788872,-0.0749203980150168,-1.03157641722257,0.442063937676039,0.0454744728712131,0.735180338938857,-0.61146318856473,"Jaime Barria","2","3",3,3,3,3,3,3,1.3,4.84,1.16
"42",0.391389619759797,-0.0877418898362261,0.041839611373518,0.212372887414258,-0.328929144052383,0.468090003636778,-1.28179028777866,-0.809746729338567,0.0622953702678369,-0.235590642585805,0.300999041148837,0.135562167056213,"Jake Arrieta","2","3",3,4,4,4,4,4,1.9,4.29,-0.47
"43",-0.0799316829086911,0.0810779488360047,0.280325396202575,0.459779550416561,-0.972275852272466,-0.527143411080619,-0.167756543381451,0.197479961594227,1.15096526350468,-0.204361185312803,0.219590047813209,0.322318505961448,"Jake Odorizzi","2","3",3,4,4,5,6,6,2.7,4.55,-0.04
"44",0.862710922428285,0.460922585848524,1.01565656609217,0.84856144942018,0.6820442545792,-0.343310487343011,-0.49268305216397,-0.12027607780719,-0.92510290499349,1.45080005015631,0.816589332274485,0.22894033650883,"Jakob Junis","2","2",2,2,2,2,5,5,1.4,3.98,0.11
"45",-0.786913636911422,0.418717626180466,-0.375510512077329,-0.777253764594956,-0.237022471449505,-0.178494762612741,1.73538443663045,1.88218651011872,-0.709900716795509,0.388998502874236,-1.08295384555685,-0.144572341301641,"James Paxton","2","3",3,4,4,4,4,4,3.7,2.96,0.63
"46",0.0378986427584308,-1.18507084120572,0.598306442641317,0.601154786417877,1.23348429019642,0.0243553601322057,-0.121338470698234,-1.04956260813209,0.54333555565156,1.04481710560728,1.40002045117982,0.509074844866684,"James Shields","2","3",3,3,3,3,3,3,1.1,4.95,-1.19
"47",0.0771754179808048,0.376512666512409,-0.395384327479751,-0.529847101592652,-0.237022471449505,0.924502779812909,0.0643338200346338,-0.0663175050786474,-0.950420809487371,-0.704032501680836,-0.78445420332621,-0.704841358017348,"Jameson Taillon","1","1",1,1,1,1,1,1,3.8,3.77,2.49
"48",2.78727290832461,2.48676064991529,1.98947352081081,2.0855947644317,1.78492432581365,0.0243553601322057,-0.585519197530404,-1.64310690814606,-0.241519483658725,0.201621759236223,0.830157497830424,2.1431928102875,"Jason Hammel","2","2",2,2,2,2,5,9,0.9,4.81,-3.95
"49",-0.826190412133796,-1.3116857202099,-0.892229712540285,-0.671222337593968,-0.512742489258114,-0.451074615051264,-1.00328185167936,-0.749792759640186,0.50535869891074,-1.01632707441086,-0.0110687666377383,-0.471395934385803,"Jhoulys Chacin","1","1",1,1,1,1,1,1,2.4,4.59,1.59
"50",0.391389619759797,0.798562263192986,0.896413673677637,0.671842404418535,0.0386975463591035,-0.267241691313656,0.0179157473514169,0.898941407065281,0.0749543225147767,1.3258822210643,0.368839868928527,0.415696675414066,"Joey Lucchesi","2","3",3,4,4,4,4,4,1,3.64,-0.85
"51",0.862710922428285,1.47384161788191,0.916287489080059,0.84856144942018,1.04967094499067,-0.533482477416399,0.853441055649324,0.611162352513054,-0.254178435905665,0.76375199015026,0.0567720611419519,0.649142099045611,"Jon Gray","2","3",3,4,4,4,4,4,2.5,3.68,-1.36
"52",0.469943170204545,0.123282908504063,0.101461057580782,0.389091932415904,0.314417564167713,0.385682141271643,-0.95686377899614,-0.695834186911644,0.315474415206638,0.0767039301442153,0.477385193376032,-0.61146318856473,"Jon Lester","2","3",3,4,4,4,4,4,1.9,4.57,1.6
"53",0.980541248095406,-0.0877418898362261,1.83048299759144,1.06062430342216,1.41729763540216,0.58853226401659,-0.678355342896838,-0.557940056605368,-1.44411994711803,2.35645431107337,1.142225305617,0.462385760140375,"Jordan Zimmermann","2","2",2,2,2,2,5,5,0.9,4.2,-1.19
"54",-0.86546718735617,-0.847431163861262,-0.653743927711229,-0.60053471959331,-1.70752923309544,-0.165816629941182,0.342842256133937,0.545212985844835,-0.0896120566954443,0.0142450155982111,-0.187454918864934,-0.378017764933186,"Jose Berrios","2","3",3,4,4,4,4,4,3.3,3.8,1.75
"55",-0.00137813246394317,-0.340971647844572,0.300199211604996,0.389091932415904,0.773950927182065,-1.35756110106775,-1.14253606972901,-0.228193223264275,0.745878791602601,0.388998502874236,0.531657855599785,0.182251251782522,"Jose Quintana","2","3",3,3,3,3,3,3,1.6,4.39,0.64
"56",-0.0799316829086911,-0.678611325189031,-0.474879589089436,-0.388471865591336,1.14157761759355,-0.761688865504464,-0.771191488263272,-1.09153038692096,-0.355450053881186,-0.579114672588828,0.178885551145395,0.369007590687757,"Jose Urena","2","3",3,3,3,3,3,3,1.7,4.39,-0.5
